C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_24_449.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_24_449.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_24_449.jpg,0,0,0,7.104638E-06
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_24_520.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_24_520.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_24_520.jpg,0,0,0,4.838648E-07
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_24_588.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_24_588.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_24_588.jpg,0,0,0,3.376205E-06
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_24_656.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_24_656.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_24_656.jpg,0,0,0,6.901585E-06
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_24_722.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_24_722.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_24_722.jpg,0,0,0,7.499676E-06
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_24_795.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_24_795.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_24_795.jpg,0,0,0,1.627227E-06
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_24_866.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_24_866.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_24_866.jpg,0,0,0,6.384252E-06
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_24_937.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_24_937.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_24_937.jpg,0,0.1722447,0,0.06154604
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_25_009.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_25_009.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_25_009.jpg,0,0.349794,0,0.2785411
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_25_081.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_25_081.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_25_081.jpg,0,0.5820737,0,0.7434334
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_25_149.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_25_149.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_25_149.jpg,0,0.7651178,0,1.244388
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_25_221.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_25_221.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_25_221.jpg,0,1,0,2.104329
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_25_293.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_25_293.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_25_293.jpg,0,1,0,3.043267
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_25_360.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_25_360.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_25_360.jpg,0,1,0,3.745486
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_25_431.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_25_431.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_25_431.jpg,0,1,0,4.449122
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_25_503.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_25_503.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_25_503.jpg,-0.2,1,0,5.372309
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_25_575.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_25_575.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_25_575.jpg,-0.03948388,1,0,6.292452
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_25_648.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_25_648.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_25_648.jpg,0,1,0,6.978275
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_25_718.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_25_718.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_25_718.jpg,0,1,0,7.888476
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_25_790.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_25_790.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_25_790.jpg,-0.15,1,0,8.561785
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_25_863.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_25_863.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_25_863.jpg,-0.1774761,1,0,9.445199
C:\Users\monsi\Desktop\club\lecture5\data\IMG\center_2021_09_02_23_44_25_934.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\left_2021_09_02_23_44_25_934.jpg,C:\Users\monsi\Desktop\club\lecture5\data\IMG\right_2021_09_02_23_44_25_934.jpg,0,1,0,10.33358
